clean_tweet,Sentiment
"The businessDEPOT team shares what they would be suggesting you do as a business owner if your business is being affected by coronavirus directly, or indirectly through reduced consumer or business confidence. Read more: <url> sme small business",Positive
"It's really bad when supermarket chain col ruy t and hamster en (hoarding) are 2 of the top 5 trending tags over here ?? (the others being Belgium, local legend Walter Grootaerts who got Covid and obviously covid itself. We're really entering yikes territory.?",Negative
I and <user> members are committed to the safety of our employees and our end-users. We are monitoring covid. Rest assured that tissue manufacturers are continuing to produce and ship products. <url>,Positive
"When I see high-profile people talk about their local supermarket, the word Waitrose is invariably omitted. covid stockpiling",Neutral
Real talk though. Am I the only one spending hours a day online shopping for loungewear now that I don't have to get dressed for work or public consumption? coron apocolypse covid coronavirus quarantine life,Neutral
?s like cannabis online shopping ? and delivery ? is surging big time in midst of coronavirus. Check out what <user> found out when he talked with <user> CEO Zachary Pitts. ??? <url>,Positive
?? Information from the Competition and Consumer Protection Commission (CCPC) <user> for those with package holiday bookings. covid?19 <url>,Positive
"Apple will be closing all of its retail stores outside of Greater China until March 27, including Apple Store Fashion Fair.<url>",Positive
Get protected face masks on stock regular prices,Positive
Just want to take time and say prepare for covid stock up on food and cleaning supplies and stay safe. Hopefully we get a cure ASAP,Positive
<user> Shame on you. Shame on you for the lack of testing in real time that leaves us not knowing how many people are carrying this. Shame on you for the quiet uncertainty I just witnessed at the grocery store. Shame on you. pos otus covid,Negative
"News organizations (like those in Sweden) must be aware that by constantly hyping stories about hoarding of food, and posting pictures of empty shelves, they are fueling this kind of behavior (by making people who would otherwise not do it go out and mass purchase). covid <url>",Positive
Check out what I found. 3x CAREX Antibacterial Hand Wash Gel Works in Seconds ! Anti Bacterial Flu <url> via <user> antibacterial hand gel coronavirus protection shop online shopping,Negative
Grocery store was total insanity. The stores are rationing toilet paper. Everybody was buying that and soap. Did people not wash their hands or wipe their butts before this?? Oh and don't get me started on old/fat people on those motorized scooters... coronavirus were all gonna die,Negative
<user> Forget Corona. I expect that we were already in recession anyway thanks to Brexit.,Negative
That's the line in front of the supermarket in my neighborhood. They said they can let between 5 and 30 people inside at the same time sofia bulgaria covid corona outbreak <url>,Neutral
What's positive about Corona virus: - helping to fight climate crisis - stock markets are disrupted - oil prices are getting lower - flights cancelled - more family gatherings - works can be done via emails and from home - distance education is working Comrade covid ?,Negative
Frozen food demand surges amid covid scare in Italy <url> frozen food,Negative
Is it only my area that's running out of food with people panic buying? covid,Negative
Please Stop stock piling Be the person that takes only what you need for a couple of weeks If you re selling food on Ebay Karma will not be kind to you,Negative
"toilet paper shortage ?? Don't believe everything you see on TV! My Costco just now...,.coronavirus <url>",Negative
Public panic in a supermarket in Spain in fear of supplies shortage as covid continues to spread corona outbreak covid coronavirus espana spain coronavirus spain <url>,Negative
"(1) ** Food for thought ** They are making Covid -19 sound like the plauge. People with weakend immune systems and old people ain't going to change their habits. They have been taking extra precautions within the last 10, 15, 20+ years! So why the panic... <url>",Neutral
"Amazon is planning to hire 100,000 new warehouse and delivery workers in the U.S. to meet the growing demand for online shopping amid mass business shutdowns due to the coronavirus. <url>",Positive
Now is the time to stock up on caskets and burial plots for your loved ones before they start price gauging via Stock up food while you still can to prepare for lockdown,Positive
Apple Store locations have received new directives to help curb the spread of CoronaVirus <url> apple store retail health directives infection coronavirus pandemic,Positive
"Asian stocks down in early trade over Coronavirus spread, As naira takes a hit CBN rules out devaluation...click here for live updates of the oil price crashes, coronavirus covid <url>",Neutral
"All of Ireland on lockdown, all school/collage closed from today, everyone panic buying, all supermarket shelfs empty, and im not one bit worried bout any of it covid cancel everything ???",Negative
So I reached out on my local Facebook group to try and help pop to the shops etc for people who are elderly or self isolating from coronavirus - many won't be online AND I would not make things worse by taking people contaminated shopping ? Anyone have any tips or guidance?,Positive
I went to my supermarket but Aldi food was gone and the was Lidl or nothing left to buy covid,Neutral
"Please get to the stores today if you can. Water, toilet paper, meat and rice are pretty much gone and prices are rising on even the cheapest stuff. Stay safe everyone covid corona outbreak coronavirus update <url>",Positive
Make sure you stock up on compassion coronavirus stock up compassion stay kind,Positive
"2/ Apparently someone left a delivery note asking to knock on the door, leave the food outside the door and just leave. Some people are really in full on covid panic mode",Negative
"POINT OF SALE Software meets unique needs of small and medium enterprises We sell hardwares at affordable prices TOUCH SCREEN MONITOR 25,000 COMPLETE DESKTOP KSH 12,000 THERMAL PRINTER KSH 13,000 CASH DRAWER KSH 8,000 CONTACT: 0722 904 209/0724 493 745 covid <url>",Neutral
You know what I kinda fear about this self isolation due to coronavirus ? That I will literally end up blowing up my Credit Card doing a shit ton of online shopping because I am bored LOL. Lisa gets destructive when she is bored. Much like a Husky HA.,Negative
covid has me shopping online for home delivery. SAVE with Rakuten and earn cash back!! I love getting Cash Back and think you will too! Join for free and get <money> when you spend <money>. <url>,Positive
In a digital era many jobs can be done remotely. If you have to stay home you can keep on working. Time to polish your digital skills! Get more info on covid ??<url> flatten the curve <url>,Neutral
My right wing coo father in law was telling my conservative hubby to stock up on bullets and 2 weeks worth of food. For when the gangs come looking for food. Like ffs my anxiety is already thru the roof can yall chill tfuck out!? covid,Negative
woodman s apparently closed around 9 tonight. A 24-hour grocery store that's know for its abundance of items closed because they didnt have enough stuff on their shelves. So crazy what's happening right now. madison wi covid,Negative
<user> There was maybe 20 people in the grocery store while I was shopping. 14 or 15 of which were older women standing in the very empty toilet paper aisle just chatting about the coronavirus and how many stores they had already been to. M,Negative
"Teachers, Loom is a great tool for recording and sharing videos with comments. teachers education covid <user> is there a way I can pay double per month while you're running these adjusted prices? Happy to if so. <url>",Positive
"askcdc Is it necessary to stockpile food, toilet paper, and other items in response to covid? A recent press conference told older adults to ""stock up for a period of time. How long is the ""period of time?"" What is the actual metric, one week, one month, etc.?",Neutral
Wiping down everything at the airport and on the plane. kayak best travel prices search engine ?? covid wipe me down tickets plane whatever happens saturday cheaptickets kayak <url>,Positive
My husband took this picture at the grocery store last evening. The line up for cashes went all the way to the produce section. covid ottawa <url>,Neutral
"Keys to world domination 1. Buy stocks in dog and cat food 2. Go to grocery Store 3. Fill up cart with Dog and Cat food 4. Run around like a nutter, maybe get into a argument 5. Get someone to video it all and post it to social media 6. Be rich coron apocalypse covid",Negative
"Coranavirus Consumer Confidence Tracker - week 1. A 1000-consumer survey on confidence, behaviour, attitude with <user> - re-run regularly and updated daily. First look here: <url> retail covid consumer research <url>",Positive
Amazon has a grocery store in Seattle. Scan your Amazon code on your phone app as you walk in. Grab a bag. Begin putting items in your bag. No scanning needed. Walk out. No cashiers or even a self checkout line. Perfect for the isolationists!!! amazon go coronavirus,Positive
Check out what I found. 3 x CAREX 333ml Unicorn Magic Antibacterial Hand Wash Gel Anti Bacterial Flu <url> via <user> antibacterial hand gel coronavirus protection shop online shopping,Negative
"I went to the grocery store, panicked and bought fresh watermelon. covid",Negative
"According to <user> and <user>, coronavirus May Shift Older Generations To Online Shopping <url> retail <url>",Neutral
"With self-isolation growing, online shopping is surging. With Amazon's plans to hire 100,000 U.S. workers as well as increasing pay, traditional retailers are facing a consumer abyss <url> <user> amazon online shopping delivery retail coronavirus",Positive
"There's no need for panic buying, we've got KWIKY Hand Sanitizer and Isopropyl Alcohol Wipes available on our Canadian retail store - <url> coronavirus covid canada <url>",Positive
Americans Stock Up On Food as covid Concerns Rise <url> covid stockpiling <url>,Neutral
Went to the grocery store after work. Good to see covid panic alive and well in kitchener. People stockpiling toilet paper. Meanwhile I just legitimately need toilet paper.,Positive
"This coronavirus is demonstrating the inequity of learning technologies. Everybody seems to think that every child has a school computer and broadband access for learning, telemedicine, online shopping. Even just outside NYC <url> (3/3)",Neutral
Everybody's out here freaking out about covid.. I'm just glad I run my businesses from home and more people will be shopping online. feels good,Positive
"China has announced its Labor Day holiday this year will last for five days, as opposed to four days in 2019 and three days in 2018. Analysts say local tourism and online shopping will dominate holiday consumption amid the covid epidemic. <url>",Positive
Well the delivery of my Girl Scout cookies is perfectly timed with the explosion of coronavirus. No grocery store for the next 6 months for me! covid,Positive
"An apple retail employee who works at a location in Santa Monica, California has tested positive for covid, Apple confirmed on Friday. <url>",Positive
"Fam, while you're WFH today, call your representatives today and demand they pass the families first covid bill. - Free testing - 14 days paid sick leave - 3 months paid family leave - Expanded unemployment insurance and food security - Medicaid funds (202) 224-3121",Negative
"Anyone else doing some online shopping right now? I've noticed that some of these designers have suddenly made their ""70 <percent> off"" sales into ""50 <percent> off"" sales *with* free shipping! ? Like ""fuck this price gauging"", y'all! ? online shopping coronavirus covid us",Positive
"So, according to this dude if you eat Rama margarine, leaver spread, Koo Beans, coronavirus checks into your system and if it doesn't like the food you eat, the virus checks out and may host itself into someone that eats like ciabatta. So stock up on Koo Beans coronavirus in sa <url>",Positive
Pound continues to fall against the dollar and euro. Lost nearly 10 <percent> since mid February. Looks like the perfect storm of brexit and coronavirus will cause a sharp increase in prices in the shops once the effect works through over the next few weeks.,Positive
"As covid Hit Ghana dierrr , I for start dey stock my room plus food ooo . No more going out . Shiiit ? coronavirus update corona outbreak <url>",Negative
We bought just enough essentials to survive for 2 weeks. That is normal behaviour. The idiots that are acting like rabid animals buying everything they can so they can hoard it or resell it at insane prices are horrible people. Smh. covid coron apocalypse,Negative
"It sucks that ppl have to TELL ppl not to stock up on things that other people without the income to stock up will ALSO need. Some of it is just not knowing, lots of it is not caring. Please, PLEASE think of other people. Also, food banks will suffer so just think pls. covid",Negative
"Hey, morons in Sri Lanka: Quit panic-buying perishables you absolute nit-witted fuck-nuggets. Nobody else is gonna have food and that loaf of bread is gonna be moldy AS FUCK by the end of the week. ALSO, IT'S MORE EFFICIENT TO GIVE SICK PEOPLE THE MASKS! Use. Brains. covid",Negative
"covid preparedness: Stock up on food, toilet paper, but avoid panic buying, says Health Canada covid coronavirus cdn health bc health toilet paper panic buying <url>",Negative
The new decorum in the grocery store. One person per aisle at a time please. covid,Positive
"Shopping for groceries, playing a Nintendo Wii, taking online courses ??? A 23-year-old part-time vlogger/full-time student from Norway, who attends <user>, is recording his daily life amid the novel coronavirus epidemic.? [Photo/Xinhua] spotlight beijing <url>",Positive
"<user> It would be more better if the prices are fixed and no single person shall do bulk buying or selling. Rather it should be distributed through all govt Health Clinics, Shops, Hospitals and Common Service centres, across India. <user>",Positive
"If you'd like to contract covid, head to your nearest grocery store and stock up right now",Positive
Hey fun fact! Posting empty grocery store shelves ain't gonna help or stop covid. It only scares more people and cause people to act more ridiculous. covid corona outbreak coronavirus,Negative
covid update: Thailand has entered phase 3. My faculty has transferred all of us onto online school because the university is too unsafe. We are urged to stock up on food and sanitary products. Apparently like ten people from my faculty was in contact with someone who-,Positive
"Really worried about how this covid isolation will affect my online shopping addiction, if we have to stay indoors for a while.",Negative
the supermarket shelves in NYC. Loo roll hoarding is not just an Aussie thing! aupol coronavirus covid <url>,Neutral
We ve created a Majestic FAQ to answer some of your key customer queries which you can find online here This is an ever changing situation but you can still enjoy shopping at your Majestic in store or with free home delivery,Positive
As you stock up and hunker down please remember that front line nonprofits and churches of all faiths need charitable support to help make sure that the poor and needy have food shelter and care during the covid epidemic Let s not forget the needs of others,Positive
LIST OF ONLINE GROCERY STORES Keep yourself safe at home during this covid season Here is a list of online grocery shopping stores you can use KLANG VALLEY GROCERIES,Positive
"<user> I can only wish you the best of luck. Here in the netherlands all nightlife, restaurants, schools and maybe much more is closed. Paid looting in the supermarket ( look at the hashtag hamster en) making products disappear quic",Positive
"If you're stuck inside due to covid, maybe do a bit of online shopping at <url> We have some tight mugs you can sip your immunity-building herbal tea from. <url>",Negative
People freaking over toilet paper like the great Cornholio predicted. cornholio toilet paper coronavirus meme epidemic sickness illness crazypeople insanity pandemic fml covid <url>,Positive
"covid keeps the Leavers happy with immigration, free movement of people, a foreigner caused this pandemic. It proves the Remainers were right (empty Supermarket shelves, shares falling, no medication, recession) brexit come early?",Positive
We have to take care of each other. If you are younger/healthy and have family or neighbors who are in high risk categories for death caused by covid call them and see if they need to stock up on food or other items. We need to do our part to care for our communities.,Positive
"I'm not really sweating this coronavirus madness but I'm not bypassing it either... just prepare yourself... stock up all you need to take care of yourself and your family.. food, water, cleaning products whatever. GOD BLESS US ALL covid ???",Positive
"After visiting my local grocery store, I have lost my faith in humanity's ability to survive a Zombie Apocalypse... like what the hell is toilet paper going to help you with when you catch Corona??? covid lockdown coronavirus pandemic zombie apocalypse end of the world",Positive
"If you need to stay home but don't have the resources to stock up on food, the Salvation Army can help. Please give them a call if you need to. covid <url>",Positive
"With the covid doom. Are AR-15 prices going down? If y'all see deals, LMK.",Negative
"So. To add panic to your already anxious heart, Scott's coworkers sister in law works at the Pentagon and says next week, point of sales will cease. Meaning no more purchasing from stores or food or gas places. For a month. Terrified yet? Me too. covid",Negative
After work I went to buy food for dinner and this is the scene I encountered...these pics were taken at my local Fortino's in burlon a mere hours after the Ontario government announced extended school closures due to covid. This mass hysteria and panic buying is sick. covid <url>,Negative
"Overheard 2 staff members in Tesco yesterday: We're probably gonna catch this coronavirus aren't we? Prob, but we'll be catching it bc everybody needs to eat and we have to feed them. respect retail workers and support them when this is over corona ireland lockdown",Positive
"Went to the grocery store to pick up some stuff and it's super busy. Not because covid, but because of spring breakers. The college kids aren't letting the pandemic keep them from a good time.",Positive
"Spent almost <money> at the grocery store today. Mostly junk food. If we get quarantined, I will just get fat coronavirus usa covid quarantined",Neutral
Supplies. Notice I didn't take the piss ? covid?19 coronavirus stop stockpiling stop panic buying <url>,Negative
"As a Family We are United- Countering coronavirus Hysteria-Panic, Making Travel Plans. Off to discounted luxury hotels, ancient historical sites, and of course tons of delicious local food-dining (I say of course, because as many of you know: I love food!). <url>",Positive
Companies that'll profit of covid: 1. Hand Sanitizing 2. Streaming Services (Netflix) 3. News Corporations 4. Pharmaceuticals 5. Wholesale Consumer Goods 6. Video Conferencing Solutions 7. Face Masks 8. Set Price and Chill Remote Advertising invest today business,Positive
Don't let covid panic keep you away from your fave Sunday Brunch! We deliver free of charge within 5 mile radius. Let us feed you our delicious organic food made with love and care. <user> @ The Wooden Spoon <url>,Positive
"ANYONE, and I mean ANYONE, who is using the covid to profit off of, such as selling or re-selling toilet paper, cleaning supplies, wet wipes or diapers etc etc...to those in need at extraordinary inflated prices need to face the same criminal charges as ANY..",Negative
"If you're shopping/panic buying today, please think about getting a few extra items for the food banks covid panic buying",Negative
"covid what is the flip side? Is physical shopping coming down and ecommerce ommerce picking up? Online e-retailers will leverage this situation to their advantage, and it will be a sensible thing to do. <url>",Positive
I'm back for one reason only. Minnie's Food Pantry is near and dear to my heart and it is suffering. You food hoarders have created what I feared. This coronavirus has brought the stupidity out of us. Panic shop for her cause! Spread this message! coronavirus outbreak food,Negative
"<url> ""This is about much more than coronavirus, oil prices, or even the global economy. This is about the balance of power between East and West."" H/t <user>. Exactly. covid global economy cc: <user>",Neutral
Dear Everyone: go buy some of Neil's awesome images. He had a bunch of jobs cancel on him because of the covid apocalypse but we can support him with online shopping! ? <url>,Positive
"<url> The coronavirus discourse is dominated by medical/scientific voices, with their typical ignorance of societal welfare and public justification in decision-making. Unlike Corona, having no food will definitely kill you.",Negative
"Stock up on food and water just to be safe folks. covid isn't deadly, but it has a chance to disrupt food supply chains. Humans are nine meals away from anarchy; you do not want to be in the streets at that time. Buy a gun to protect you and yours. Be prepared, just in case",Positive
Completely changed my outlook on covid.. Time to stock up on canned food ? <url>,Neutral
"covid or not, gas prices look like they're straight from an early 90s country music video right now. I could drive to the moon.",Positive
"I wore a mask while grocery shopping yesterday here in portland, where we've declared an emergency. I was the only one in the store wearing one. Lots of glares. I somehow survived the disapproval of imbeciles. covid",Positive
"I'm still trying to figure out why people are going nuts buying half the grocery store out. I went my local Kroger Bread, gone Water, gone Eggs, gone TP, gone Plus many more... MSM has ppl scared out of their mind over covid and hoarding groceries. This is UNREAL!",Negative
It just occurred to me that i probably ought to stock up on cat food and cat litter coronavirus,Neutral
"If covid doesn't kill me (which it probably won't), working a retail job during the panic will. I work at a major liquor store and we're so busy it's like the holiday season again.",Neutral
Avoid long lines and shop online! Plus FREE shipping for Prime members ?? ? Cleaning Supplies -> <url> ? Personal Care Products -> <url> ? Beauty Products -> <url> shopping affiliate coronavirus <url>,Positive
"PUBLIC SERVICE ANNOUNCEMENT: Cannabis does not cure Coronavirus. No matter how much you smoke, eat, shove up your bum, it will not kill it. Be smart. Know your sources for reputable information. Cannabis may help with symptoms, and may even lessen the intensity of it, but no cure",Positive
"Hello my all neighbor do not panic for food. If you not have a food to eat because covid .out of stock in supermarkets I will deliver you vegetarian meals for you free for every human being nearby me ha2 harrow. No matter if you are white, black, red, yellow or brown.",Positive
"U.S. World Food Prices Fell During February: ""World food prices declined in Feb. for the first time in four months due to a sharp fall in the export prices of vegetable oils, partly driven by fears that the covid outbreak will slow global demand"" Read: <url>",Negative
"Stock up on 3 months worth of Food and Water quickly. During this covid Pandemic, your gov't will only protect itself. <url> coronavirus tether tezos feminist christian catholic librarian stewardess lesbian transgener gay cook chef baker waitress clerk janitor <url>",Positive
"Just Went to the supermarket for some bits, it's like an apocalyptic film. I've not seen anything like this in my entire life. scary coronavirus covid",Positive
"Convenience Retailer's coronavirus updates covid Can lysol and clorox products kill the coronavirus? The answer is ... complicated <url> . FoodService, Retail clean culture clean Convenience Store Training <url>",Negative
Prime Minister vlad ars announced enactment of the decree to control the prices of basic food items and protection equipment. covid,Neutral
Scenes from grocery store battle ground part 1 This was Sams Club in Riverview FL national emergency coron apocalypse covid covid?19 coronavirus <url>,Negative
"Coming home in the front seat of a maxi, I overheard the driver telling the other front seat passenger (no I wasn't maccoing, I was in de middle)... ""XYZ Supermarket have their toilet paper selling at <money> for 24 right now"" covid",Negative
19 North Travellers confined to campsites One person from family can shop local Limiting numbers to supermarket Schools closed National territory is in a until April 2020 UK,Neutral
In all the covid anxiety - remember food banks- people who rely on them won't be able to stock up for self isolation. The box was empty at local supermarket yesterday.,Negative
Online shopping from a great selection at Home and Business Services Store. <url> via <user> home office donald trump coronavirus covid?19 italy youthwithyouep02 amazon filmfare awards woman florida primary <url>,Positive
"Whatever you need that can't be found in a grocery store or pharmacy, get it now. Based on the last few days, I don't expect much to be open beyond grocery stores and pharmacies in much of Canada by tomorrow afternoon. coronavirus outbreak covid canada coronavirus coron apocolypse",Neutral
Shares in Turkish supermarket chain Migros surged as much as 15 <percent> today on expectations of stocking up after the nation's first coronavirus case was confirmed. <url>,Positive
I'm convinced covid was created by supermarket CEOs to get rid of products during income tax time.,Positive
For the foreseeable future local Milwaukee businesses will be under HUGE financial burdens paying employees lost business or even closing due to covid If you re shopping here is how you can help support them through shopping online,Positive
"brand marketers This run on the grocery stores has been an study on which brands are still on the shelves. - Viva paper towels left at my store, for example 1. stronger supply chain? 2. more nimble to covid ? 3. Less desirable 4. More <money><money> are there? sequestered thoughts <url>",Positive
coronavirus PLEASE take this virus seriously. Stay home. Stock enough food for several weeks. Disinfect your environment. Wear masks and gloves to go out in public. If you run a fever contact your doctor. Do not expose others to it! <url>,Positive
I woke up early to make two different meal plans: regular and meatless. I have no clue what the status of the grocery store will look like today. ??? covid,Positive
"A fight broke out in an Australian supermarket over the toilet paper crisis, which led to police having to intervene. A woman asked for just one packet from a second woman with at least four large packets in her cart. <url>",Negative
Wholesale and supermarket owners in Jamaica rn: corona outbreak covid jamaica <url>,Neutral
"The Ontario government is urging residents to practise ""normal grocery buying habits"" as store shelves have emptied of supplies amid panicked buying spurred by the covid pandemic. <url>",Negative
Anyone else think panic buying is getting out of hand?? This is madness - some people genuinely need to rely on online shopping. Hope the website is up and running soon. covid panick buying uk corona outbreak ocado <url>,Neutral
"Last week it was bog roll the dickheads were stockpiling, and now you can't get tinned food at Morrison's in Reading. If everyone just shopped normally the shops would keep stock levels up where they need to be! Selfish wankers!! coronavirus uk",Negative
"You know, normally I don't tweet but I am low-key scared to go to work rn. I work at a grocery store. Wish me luck people. covid panic buying coronavirus",Positive
When you are told to stock up on toilet paper to prepare for the covid virus but you forget to stock up on food too <url>,Negative
Seriously was not concerned until I went to the grocery store...so much for staying calm. coronavirus pandemic covid <url>,Positive
My mum went out to stock up on food for the rest of the week cos she doesnt want to go outside incase we get covid,Negative
"coron apocalypse wuhan coronavirus covid Everybody: Oh no! The pandemic is coming, we are going to be out of stock!!! Go to supermarket and take everything we can!!! ??? Staff: <url>",Negative
Activities with low risk of contracting covid petting your horse riding your horse online shopping for your horse grooming your horse reminding your horse that he she is a good horse replying with pictures of your horse,Negative
"email I just got from my grocery store: coronavirus We Appreciate Your Understanding and we're here to help you navigate the covid situation. When shopping in-store or online, we are placing limits on purchase quantities to two (2) each per customer/family for water,",Positive
I live in Italy where currently we are not allowed to leave our houses except for the supermarket and I already witnessed a lot of rudeness and selfishness among the people. I pray that people realize that the most important thing now is empathy and helpfulness covid corona,Positive
"How Costco, Walmart and grocery store workers be like vs retail associates covid coronavirus outbreak <url>",Positive
The USDA has a pilot program in 5 states for food stamp recipients to use online grocery shopping and delivery. Vulnerable elderly and handicapped people wouldn't have to risk covid exposure if this was implemented nationwide NOW!,Negative
3 Support local small businesses by buying gift cards or shopping online The pandemic is taking a toll on our local businesses amp it s b c social distancing is the responsible thing to do But you can still buy gift cards now to use later,Positive
"We need to STOCK UP in anticipation of a possible response or directive related to covid so we've created a SPECIFIC Amazon Wishlist. . FOOD Items include: black beans, shredded cheese, frozen meats, canned tuna, <url>",Positive
coronavirus :Order Groceries Online rather than standing in Q Master Link: <url> Cooking: <url> Grocery: <url> Food: <url> Household Supplies: <url> SkinCare: <url>,Neutral
All stores outside of Greater China closed until March 27th That s roughly 500 retail store and 31 of the company s sales incl website gt Apple Closes All Its Stores Outside China Over,Positive
"wallstreet covid The real reason the stock markets took a huge dive is they are selling off all there stocks because the oil price has dropped so low they are buying it in bulk, the markets may have dropped but oil prices went through the roof, its a big con job <url>",Negative
Seeing all these pictures of empty shelves is making me panic a little. Still yet to stock up on food. coronavirus pandemic covid,Negative
"If you are at the grocery store this weekend take a moment to say Thank You to the store employees you encounter. These people have been working extended hours, have likely seen the worst of humanity and have been in contact with hundreds/thousands of people. bekind covid",Negative
Just stopped by the grocery store. I half expected to see Rick Grimes riding a horse down aisle 9. coronavirus pandemic covid walking dead <url>,Negative
The pasta shelves in my local supermarket. Pasta with a bog roll sauce anyone? covid coronavirus panic buying <url>,Neutral
Meanwhile at a grocery store in the Netherlands.. coronavirus pandemic covid coronavirus corona <url>,Neutral
Five million self-employed workers could be forced into debt or having to work while ill <url> self employed coronavirus social inequality capitalism,Negative
Liquor store done ? Got there at the 11 am opening and we were on a line wrapped around the store. Very little boxes of wine left ? <user> coronavirus coron apocolypse quarantine and chill philly philadelphia wine stock up,Neutral
"While we are all social distancing now because of the coronavirus and doing all of our shopping online, why not take a look at <url> and take advantage of 20 <percent> off with this sale until Mar 17? Use code: ARTSY20 at checkout. <url>",Positive
Call your representatives today and demand they pass the families first coronavirus bill. It includes -free testing (tho we don't have tests) -14 days paid sick leave -3 months paid family leave -expanded unemployment insurance and food security -Medicaid funds 212-224-3121,Negative
"Hi, I'm a mentally ill trans man, who is unable to work due to the virus (I'm a freelance tattoo artist), so I could really use some help with paying my bills. Here are my commission prices, I could really use the help rn Check <user> for examples coronavirus covid <url>",Positive
It s time to get serious about covid Have enough food and supplies for 14 30 days but not more than that Don t stock up and leave store shelves bare Others need things too You are not alone Check in with your neighbors especially the elderly 1,Positive
"breaking: Ontario's chief medical officer Dr. David Williams says to ""avoid all non-essential travel outside of Canada"" and the ""immediate suspension"" of all gatherings over 250 people because of the risks of covid. <url>",Negative
Grocers fail to keep up with demand as the pandemic spreads Food manufacturers operating at capacity long lines at physical stores Online grocery operations benefit from spike,Negative
"Getting back to the impact of coronavirus on the consumer, the question this article asks is if credit card travel insurance covers covid. The only way to know for sure is to check your card's policy. <url>",Positive
to every person taking more than they need from the supermarket,Neutral
To anyone hoarding toilet paper and paper products and attempting to resell on Craigslist or Offer-Up at outrageous prices - you should probably worry more about bad karma hitting your ass more than about covid. Karma will be around much longer than this virus. coron apocalypse,Negative
"I was at the grocery store this morning at 6:30. Surprisingly crowded. No meat. No chicken. No beef. No pork. Got toilet paper though, so it was totally worth it. happyfridaythe13th covid",Negative
Shelf isolation... When you're the only item left in the supermarket. coronavirus covid <url>,Negative
"With news of coronavirus spreading in New York, We started upping our orders of non-perishables beans, grains, pasta and tomato products are big sellers and we stopped having shortages. Read <user>'s piece in Ag Insider to learn more: <url>",Negative
I'd like <user> to know I wasn't panic shopping because of covid. I bought more food because of a teenage boy who will be home all week for Spring Break. <url>,Negative
With a news of corona outbreak there's been intolerable and scandalous increase in prices of surgical masks on <user> and <user>. In time of fighting together <user> please restrain yours sellers doing malign buisness <user> covid,Negative
Food flying off the shelves at Target in Hilo on Big Island two main shipping companies say it s business as usual but Matson says reserve ships can also be added to meet demand if necessary pic Donna Carey,Negative
<user> hiking their prices to almost 300 <percent> of regular price for toilet paper amid covid pandemic is pretty sleazy business if you ask me.,Positive
thankful thursday In addition to all the health workers getting us through covid - I want to make a special shout out to the retail heros working through chaos and keeping the peace as Canadians flock to the grocery store and pharmacy. I am so grateful for you today! <url>,Positive
ecommerce numbers skyrocket as covid fears urge consumers to stay at home and stockpile; US online spending up 52 <percent>: coronavirus shipping supply chain retail <url>,Negative
Come on it s time to sack your Chief Health Officer Inciting panic buying by telling people to stock up on 3 weeks of food is just disgraceful,Negative
"CBS Dallas: Needs Soar As covid Pandemic Hits, Minnie's Food Pantry Sees 20 <percent> Increase In Demand <url> dallas",Positive
is it safe to do online shopping in this stage of covid??? i just want to order makeup ?,Positive
"<user> PLEASE CLOSE ALL RETAIL that is not a pharmacy or a grocery store. People in Wyandotte County are not heading the warnings to STAY HOME. People like me (asthmatic) can't risk going out but my husband could bring it (covid) home to me, he",Positive
"Only China can do this, gratitude education to thank the premier for his performance against coronavirus or re-education camps to prevent radicalisation. Just like their consumer products, I really hope the virus dies quickly too!",Positive
<user> The toilet paper was entirely gone at the grocery store. ? A poor elderly man was looking for some and there was none to be found. Most of the paper towels were gone too. I also noticed that most of the chicken noodle soup was gone. That ma,Negative
"I love that Indians are dealing with fascist policies, the impending covid threat now it's reached our shores are still managing to laugh, have sex, demand good food and look for love. Survival is hope more than it's outrage.",Positive
"Global crisis underway as per media. Stock markets plummeting, oil prices crashing and the CoronaVirus pandemic. The World needs the avengers. crude oil covid stockmarketcrash2020",Negative
Can you get the Corona Virus from mail or online shopping? covid <url>,Neutral
Should U.K. supermarkets consider temporarily employing people who have been temporality laid off from companies like <user> to help prevent an increase in unemployment but also help with the demand of food shopper. coronavirus supply and demand covid,Positive
I work at a grocery store. I Worked a 16 hour day yesterday and currently working 12 hours today. If I call it quits at hour 12 today do I enjoy my day off tomorrow or go in and help because of the coronavirus ? Your vote will help me decide.,Positive
Select Apple Stores Remain Open Temporarily for Customers With Pending Sales and Repair Pickups <url> by <user> <url>,Neutral
Resource: covid prevention training video for operators and staff convenience coronavirus retail <url>,Neutral
"6. How can you prevent catching coronavirus? ?? Wash your hands. ?? Cover your coughs. ?? If you're an older Kansan, consider delaying any vacations and limit trips to the grocery store or public spaces. ?? Stay home if you're sick.",Negative
Day 1: I have self-quarantined myself with enough supplies of food and water to last for weeks or may b months without having to interact with anyone outside and wait until this pandemic covid is over Day 1 + 30 mins: I am at local grocery store because i was craving snickers.,Neutral
"Tips for staying safe during covid: stock up on food as the prices will rise nuts and razor blades can be traded for morphine from small children, DO NOT TAKE THE TRAVELER'S DEAL thank you for listening and stay safe oynon",Positive
"You don't need to do crazy prep for covid, just keep good hygiene, be distant and mindful of others. ALTHOUGH You do need to prep for the panic buyers who have no idea what they're doing. Happy we're stocked up on food for this week! panic buying covid?19 grocery store craze",Negative
"Me online shopping, unbothered by the coronavirus frenzy. amazon prime <url>",Negative
